순번,일자,항공사,기종,비행단계,탑승,사망,사고 개요
13,2021-02-09,Russian Air Force,Antonov An-12BK,LDG,0,0,"Russian Air Force 소속 Antonov An-12BK 군용기가 러시아 Burevestnik 공항 착륙 중 노즈기어가 파손되고 기체가 심하게 손상되었으나, 인명피해 없음."
14,2021-02-13,Aerospike Iron LLC,Dassault Falcon 900EX,TOF,5,0,"Aerospike Iron LLC 소속 Dassault Falcon 900EX 항공기가 미국 San Diego-Montgomery-Gibbs Executive 공항에서 이륙 중 기어가 손상되어 기체가 심하게 손상되었으나, 인명피해는 없음."
15,2021-02-14,Manta Air,de Havilland Canada DHC-6 Twin Otter 300,LDG,9,0,"Manta Air 소속 de Havilland Canada DHC-6 Twin Otter 300 항공기가 몰디브 Male-Velana International 공항 근처 해상에 착륙 하여 기체가 전복 되었으나, 인명피해 없음."
16,2021-02-18,Royal Air Freight,Learjet 55C,LDG,2,0,"Royal Air Freight 소속 Learjet 55C 항공기가 미국 Jeffersonville Clark Regional 공항 착륙 중 활주로에서 미끄러져 착륙기어 및 기체가 손상 되었으나, 인명피해 없음."
17,2021-02-20,Wings Over Kississing,de Havilland Canada DHC-3 Turbine Otter,TOF,1,0,"Wings Over Kississing 소속 de Havilland Canada DHC-3 Turbine Otter 항공기가 캐나다 Kaskattama Airstrip에서 이륙 후 눈보라에 의해 기체 후미가 손상되었으나, 인명피해 없음."
18,2021-02-21,Fuerza Aerea Mexicana,Learjet 45XR,TOF,6,0,Fuerza Aerea Mexicana 소속 Learjet 45XR 항공기가 멕시코 Xalapa El Lencero 공항 근처에서 추락해 화염에 휩싸임. 탑승자 6명 전원 심각한 부상을 입음.
19,2021-02-21,Nigerian Air Force - NAF,Beechcraft B300 King Air 350,APR,7,7,Nigerian Air Force 소속 Beechcraft B300 King Air 350 군용기가 나이지리아 Nnamdi Azikiwe International 공항에서 이륙 직후 지형에 충돌하면서 파괴됨. 탑승자 7명 전원 사망함.
20,2021-02-26,Asia Continental Airlines,Antonov An-2T,ICL,5,0,"Asia Continental Airlines 소속 Antonov An-2T 항공기가 엔진 이상으로 카자흐스탄 Boraldai 근처에서 불시착 중 추락하여 기체가 심하게 파손되었으나, 인명피해는 없음."
21,2021-02-28,ALIANSA Colombia,Douglas DC-3C,LDG,3,0,"ALIANSA Colombia 소속 Douglas DC-3C 항공기가 콜롬비아 Monfort 공항에 착륙하는 중 착륙기어가 활주로에 강하게 부딪혀 심하게 파손되었으나, 인명피해는 없음."
22,2021-03-01,Beidahuang General Airlines,Beechcraft B300 King Air 350i,ENR,5,5,"Beidahuang General Airlines 소속 Beechcraft B300 King Air 350i 항공기가 강우를 위한 구름씨뿌리기 비행 중 중국 Ji'an 지역으로 추락하여 주택 3채가 파손되고, 주민 1명 경상 및 탑승자 5명 전원 사망함."
23,2021-03-01,Air Algerie,ATR 72-500 (72-212A),LDG,34,0,"Air Algerie 소속 ATR 72-500 (72-212A)항공기가 알제리 Ghardaa-Noumerat 공항 착륙 중 랜딩 기어 문제가 발생 하였으나, 인명피해 없음."
24,2021-03-02,South Sudan Supreme Airlines,Let L-410UVP-E,ICL,10,10,South Sudan Supreme Airlines 소속 Let L-410UVP-E 항공기가 남수단 Pieri 공항에서 이륙한지 10분만에 엔진 고장으로 추락하여 탑승자 10명 전원 사망함.
25,2021-03-10,Mission Aviation Fellowship - MAF,Cessna 208B Grand Caravan,LDG,1,0,"Mission Aviation Fellowship 소속 Cessna 208B Grand Caravan 항공기가 인도네시아 Angguru 공항 착륙 중, 조종사가 활주로를 착각하여 기체가 심하게 손상 되었으나, 인명피해 없음."
26,2021-03-12,Grant Aviation,Cessna 208B Grand Caravan,TOF,4,0,"Grant Aviation 소속 Cessna 208B Grand Caravan 항공기가 미국 Chevak 공항 이륙 중 횡풍 및 빙판길의 영향으로 날개가 뒤집힌채 활주로를 벗어났으나, 인명피해 없음."
27,2021-03-13,Kazakhstan Border Guards,Antonov An-26,LDG,6,4,Kazakhstan Border Guards 소속 Antonov An-26 항공기가 카자흐스탄 Almaty 공항 착륙 중 기상악화로 추락하여 탑승자 6명중 4명이 사망함.
28,2021-03-18,Viva Aerobus,Airbus A320-232,TXI,127,0,"Viva Aerobus 소속 Airbus A320-232 항공기가 멕시코 Puerto Vallarta-Gustavo D. Ordaz 공항 활주로에서 랜딩기어가 고장 났으나, 인명피해 없음."
29,2021-03-20,Trigana Air Service,Boeing 737-4Y0,LDG,4,0,"Trigana Air Service 소속 Boeing 737-4Y0 항공기가 인도네시아 Jakarta-Halim Perdana Kusuma 공항 이륙 후 2분만에 엔진 고장으로 활주로 옆 잔디밭에 착륙하여 우측 기어가 부분 파손되었으나, 인명피해 없음."
30,2021-03-20,Aeronav Air Services,Cessna 208B Grand Caravan,APR,2,2,"Aeronav Air Services 소속 Cessna 208B Grand Caravan 항공기가 케냐 Marsabit 인근 산악지역에 추락하여, 탑승자 2명 전원 사망함."
31,2021-03-23,Sprint Air,Saab 340AF,STD,0,0,"Sprint Air 소속 Saab 340AF 항공기가 폴란드 Gdansk-Lech Walesa 공항 주기 중 엔진을 켜둔 상태로 바퀴 고정 장치를 제거하여 항공기가 이동, 주기된 다른 항공기와 충돌하여 두 항공기 모두 심하게 파손되었으나, 인명피해 없음"
32,2021-03-26,West Wind Aviation Ltd.,Beechcraft B200 Super King Air,UNK,3,0,"West Wind Aviation Ltd. 소속 Beechcraft B200 Super King Air 항공기가 엔진고장으로 케냐 Ngong 경마장에 불시착 하여 기체가 손상되었으나, 인명피해 없음. "
33,2021-04-02,Malta Air,Boeing 737-8AS (WL),PBT,0,0,"Malta Air 소속 Boeing 737-8AS (WL) 항공기가 몰타 Luqa 공항에서 견인 중 연료 급유차와 충돌하였으나, 인명피해 없음."
34,2021-04-09,United States Air Force - USAF,Boeing C-17A Globemaster III,LDG,0,0,"United States Air Force 소속 Boeing C-17A Globemaster III 항공기가 미국 Charleston AFB 공항에 착륙 후 기체 왼쪽에서 화재가 발생, 소방대가 화재를 진압 하였으나, 인명피해 없음."
35,2021-04-14,private,Cessna 525A CitationJet CJ2+,TOF,0,0,"Cessna 525A CitationJet CJ2+ 항공기가 일본 Yao 공항 이륙 후 조류 충돌로 심각한 기체손상을 입어 Yao 공항으로 다시 착륙했으나, 인명피해 없음. "
36,2021-04-15,Med Air Inc,Learjet 35A,LDG,4,0,"Med Air Inc 소속 Learjet 35A 항공기가 미국 Colorado Springs Municipal 공항 착륙 중 우측 날개 끝이 활주로와 충돌하여 큰 손상을 입었으나, 인명피해 없음."
37,2021-04-16,Lake Clark Air Services,Beechcraft B99 Airliner,LDG,9,0,"Lake Clark Air Services 소속 Beechcraft B99 Airliner 항공기가 미국 Chignik- Lagoon 공항 착륙 중 얼음과 충돌하여 기체가 심하게 파손되었으나, 인명피해 없음."
38,2021-04-18,Unknown,Learjet 25B,LDG,9,0,"Learjet 25B 항공기가 멕시코 Toluca- Licenciado Adolfo Lopez Mateos International 공항 착륙 후 좌측 날개 주변 화재 발생하였으나, 인명피해 없음."
39,2021-04-20,Eletric Power Construction co,Learjet 35A,LDG,3,1,"Eletric Power Construction co 소속 Learjet 35A 항공기가 브라질 Belo Horizonte/ Pampulha 공항에서 활주로를 이탈. 펜스와 충돌하여 기체가 파손되고, 탑승자 3명중 1명 사망함."
40,2021-05-01,STB Aviation LLC,Cessna 550 Citation II,TOF,6,0,"STB Aviation LLC 소속 Cessna 550 Citation II 항공기가 미국 Charleston Executive 공항에서 로테이션 중 사슴과 충돌하여 우측 날개가 파손되었으나, 인명피해 없음."
41,2021-05-05,TLD Aviation I LLC,Gulfstream G150,LDG,5,0,"TLD Aviation I LLC 소속 Gulfstream G150 항공기가 미국 Ridgeland 공항 착륙 중 활주로를 지나쳐 늪지대로 들어가 우측 기어가 분리되었으나, 인명피해 없음."
42,2021-05-06,Government of Madhya Pradesh,Beechcraft B200GT King Air 250,LDG,3,0,"Government of Madhya Pradesh 소속 Beechcraft B200GT King Air 250 항공기가 인도 Gwalior 공항 착륙 중 사고가 발생하여, 탑승자 3명 모두 부상을 입음."
43,2021-05-10,Uni Air,ATR 72-600 (72-212A),LDG,74,0,"Uni Air 소속 ATR 72-600 (72-212A) 항공기가 대만 Songshan 공항 이륙 후 노즈기어 이상으로 회항하여 착륙함. 항공기와 활주로가 파손되었으나, 인명피해 없음."
44,2021-05-12,Key Lime Air,Swearingen SA226-TC Metro II,APR,1,0,"Key Lime Air 소속 Swearingen SA226-TC Metro II 항공기가 미국 Denver-Centennial 공항 접근 중 Cirrus SR22 항공기와 충돌하였으나, 인명피해 없음."
45,2021-05-21,Nigerian Air Force - NAF,Beechcraft B300 King Air 350i,APR,11,11,"Nigerian Air Force  NAF 소속 Beech craft B300 King Air 350i 항공기가 나이지리아 Kaduna 공항 근처에서 추락하여, 탑승자 11명 전원 사망함."
