epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,1418.95,0.60728,0.45229,0.96263,0.96961,0.97097,0.99053,0.89672,0.49227,0.31402,0.8985,0.008119,0.008119,0.008119
21,1485.05,0.6067,0.45043,0.96064,0.97436,0.96981,0.99068,0.90189,0.47687,0.30245,0.89006,0.00802,0.00802,0.00802
22,1550.1,0.60687,0.44299,0.96263,0.97452,0.97282,0.99148,0.89973,0.48913,0.30148,0.89518,0.007921,0.007921,0.007921
23,1616.69,0.59098,0.43397,0.9566,0.96833,0.97351,0.99144,0.9044,0.46712,0.29484,0.88618,0.007822,0.007822,0.007822
24,1680.96,0.59859,0.43473,0.95673,0.98092,0.97285,0.9918,0.9082,0.46126,0.28663,0.88361,0.007723,0.007723,0.007723
25,1743.87,0.59332,0.43062,0.95526,0.97514,0.97725,0.99161,0.91021,0.46556,0.2926,0.88793,0.007624,0.007624,0.007624
26,1811.08,0.58617,0.4219,0.95215,0.9774,0.97528,0.991,0.91197,0.45846,0.28574,0.88831,0.007525,0.007525,0.007525
27,1877.36,0.58678,0.42066,0.95422,0.97877,0.9718,0.99138,0.9115,0.45592,0.28122,0.88053,0.007426,0.007426,0.007426
28,1943.49,0.57775,0.41561,0.95052,0.97605,0.97286,0.99097,0.91397,0.45392,0.2826,0.88098,0.007327,0.007327,0.007327
29,2010.57,0.57376,0.41266,0.94813,0.97556,0.98032,0.99254,0.91636,0.44443,0.26697,0.87687,0.007228,0.007228,0.007228
30,2077.13,0.57629,0.40902,0.94785,0.98237,0.97491,0.99228,0.91609,0.45005,0.27282,0.88172,0.007129,0.007129,0.007129
31,2144.61,0.56695,0.40488,0.94335,0.97399,0.98202,0.99252,0.91743,0.44553,0.2672,0.87932,0.00703,0.00703,0.00703
32,2211.3,0.56398,0.40397,0.9433,0.97665,0.9789,0.99275,0.91735,0.44196,0.26689,0.88064,0.006931,0.006931,0.006931
33,2275.35,0.56549,0.39846,0.94644,0.97676,0.9778,0.99234,0.91625,0.4441,0.26592,0.87707,0.006832,0.006832,0.006832
34,2337.5,0.56122,0.39634,0.94331,0.9756,0.98253,0.99238,0.9182,0.44167,0.26373,0.87659,0.006733,0.006733,0.006733
35,2408.37,0.55969,0.3923,0.93882,0.9775,0.97755,0.99279,0.92045,0.4387,0.26261,0.87354,0.006634,0.006634,0.006634
36,2479.19,0.55503,0.38906,0.93842,0.98036,0.97328,0.99242,0.92157,0.42972,0.25966,0.87432,0.006535,0.006535,0.006535
37,2549.82,0.55022,0.39201,0.94047,0.97315,0.98176,0.99287,0.92222,0.42673,0.25625,0.87286,0.006436,0.006436,0.006436
38,2620.89,0.55362,0.38463,0.94113,0.97603,0.98265,0.99271,0.92173,0.43047,0.25444,0.87389,0.006337,0.006337,0.006337
39,2691.39,0.55231,0.38791,0.93739,0.98269,0.9754,0.99311,0.92367,0.42906,0.25159,0.87527,0.006238,0.006238,0.006238
40,2758.92,0.54558,0.38129,0.9391,0.98007,0.97658,0.9927,0.92401,0.4277,0.25335,0.8793,0.006139,0.006139,0.006139
41,2824.03,0.54014,0.37277,0.93514,0.98123,0.97773,0.99267,0.92553,0.42202,0.24842,0.87375,0.00604,0.00604,0.00604
42,2884.93,0.54525,0.37746,0.93995,0.9777,0.97949,0.99257,0.92545,0.42438,0.24968,0.87409,0.005941,0.005941,0.005941
43,2945.78,0.54039,0.37605,0.93552,0.97717,0.98218,0.9933,0.92751,0.42,0.24337,0.86981,0.005842,0.005842,0.005842
44,3005.96,0.53787,0.3729,0.93048,0.97925,0.98093,0.99322,0.92841,0.41753,0.24257,0.86703,0.005743,0.005743,0.005743
45,3066.62,0.53547,0.36463,0.92999,0.97879,0.97871,0.99299,0.92771,0.41749,0.24153,0.86641,0.005644,0.005644,0.005644
46,3127.58,0.53534,0.36846,0.92854,0.98068,0.97927,0.99311,0.92846,0.41668,0.23974,0.86626,0.005545,0.005545,0.005545
47,3188.57,0.532,0.36758,0.92629,0.97741,0.98157,0.99275,0.92863,0.41632,0.24064,0.86585,0.005446,0.005446,0.005446
48,3250.15,0.5279,0.36085,0.92938,0.9796,0.98194,0.99326,0.92961,0.41774,0.23774,0.86777,0.005347,0.005347,0.005347
49,3311.94,0.52651,0.36092,0.93013,0.98289,0.98158,0.99338,0.93079,0.41223,0.23559,0.86788,0.005248,0.005248,0.005248
50,3372.66,0.52284,0.35331,0.92618,0.97877,0.98428,0.99358,0.932,0.41222,0.23336,0.86554,0.005149,0.005149,0.005149
51,3433.52,0.52164,0.35582,0.9258,0.98466,0.97847,0.9933,0.93273,0.40951,0.23337,0.86528,0.00505,0.00505,0.00505
52,3494.27,0.51992,0.35172,0.92542,0.98498,0.98189,0.99353,0.93372,0.40638,0.23058,0.8627,0.004951,0.004951,0.004951
53,3554.63,0.517,0.35281,0.92729,0.98014,0.98431,0.99339,0.93268,0.40666,0.22928,0.86644,0.004852,0.004852,0.004852
54,3614.94,0.51312,0.35055,0.92543,0.9828,0.9801,0.99344,0.93174,0.40631,0.2291,0.86741,0.004753,0.004753,0.004753
55,3675.38,0.51022,0.34558,0.92265,0.98093,0.9843,0.99335,0.93167,0.405,0.22839,0.86613,0.004654,0.004654,0.004654
56,3736.33,0.51152,0.34622,0.92324,0.98223,0.98418,0.99338,0.93305,0.40356,0.22748,0.86552,0.004555,0.004555,0.004555
57,3797.13,0.50832,0.34197,0.91937,0.9823,0.98368,0.99341,0.93308,0.40496,0.22537,0.86339,0.004456,0.004456,0.004456
58,3858.58,0.50612,0.34176,0.91937,0.98029,0.98486,0.99335,0.93362,0.4052,0.22385,0.86319,0.004357,0.004357,0.004357
59,3919.71,0.505,0.33917,0.91726,0.98084,0.98449,0.99359,0.93435,0.40258,0.22337,0.86285,0.004258,0.004258,0.004258
60,3980.7,0.50244,0.33467,0.91889,0.98162,0.98367,0.99354,0.93557,0.40106,0.22403,0.86247,0.004159,0.004159,0.004159
61,4041.29,0.50402,0.33671,0.91981,0.9837,0.98194,0.99353,0.93551,0.40081,0.22346,0.86373,0.00406,0.00406,0.00406
62,4103.62,0.50166,0.33735,0.9175,0.98429,0.98196,0.9935,0.93538,0.40034,0.22326,0.86334,0.003961,0.003961,0.003961
63,4164.32,0.49899,0.33387,0.91958,0.98355,0.98081,0.99346,0.93584,0.39901,0.22218,0.86403,0.003862,0.003862,0.003862
64,4225.93,0.49321,0.33028,0.91587,0.9818,0.98362,0.99345,0.93567,0.39797,0.22223,0.86445,0.003763,0.003763,0.003763
65,4286.54,0.4902,0.32201,0.91344,0.98485,0.97936,0.99334,0.93604,0.39693,0.22227,0.86384,0.003664,0.003664,0.003664
66,4347.43,0.48926,0.32692,0.91247,0.98429,0.98075,0.99344,0.93648,0.39689,0.22003,0.86312,0.003565,0.003565,0.003565
67,4408.42,0.48493,0.32018,0.90974,0.98434,0.98012,0.99339,0.93665,0.39617,0.21975,0.86229,0.003466,0.003466,0.003466
68,4468.98,0.48498,0.31943,0.91191,0.98316,0.98199,0.99341,0.93603,0.39599,0.21945,0.86236,0.003367,0.003367,0.003367
69,4529.72,0.48537,0.31904,0.91047,0.98404,0.98121,0.99347,0.93695,0.39538,0.21806,0.86142,0.003268,0.003268,0.003268
70,4590.64,0.48242,0.31709,0.91037,0.98465,0.98227,0.99349,0.93736,0.39486,0.21739,0.86109,0.003169,0.003169,0.003169
71,4651.25,0.48097,0.31379,0.90882,0.98387,0.98306,0.99345,0.93766,0.39455,0.21682,0.86026,0.00307,0.00307,0.00307
72,4712.46,0.47951,0.31462,0.90802,0.9849,0.98232,0.99344,0.93715,0.39431,0.21633,0.85942,0.002971,0.002971,0.002971
73,4773.03,0.47624,0.30878,0.90688,0.98605,0.98131,0.99348,0.93792,0.39399,0.21535,0.85888,0.002872,0.002872,0.002872
74,4833.76,0.47477,0.30975,0.90535,0.98609,0.982,0.99355,0.93805,0.39323,0.21496,0.85851,0.002773,0.002773,0.002773
75,4894.63,0.47284,0.30963,0.90478,0.98592,0.98204,0.99357,0.93803,0.39245,0.21428,0.85824,0.002674,0.002674,0.002674
76,4956.62,0.46882,0.30671,0.90537,0.98538,0.9828,0.99357,0.93833,0.3921,0.21436,0.85857,0.002575,0.002575,0.002575
77,5019.16,0.46647,0.3022,0.90462,0.98459,0.9835,0.9936,0.93848,0.39169,0.2136,0.85819,0.002476,0.002476,0.002476
78,5081.31,0.45974,0.29682,0.89932,0.98478,0.9831,0.99359,0.93866,0.39124,0.21392,0.85824,0.002377,0.002377,0.002377
79,5144.42,0.45942,0.29727,0.90038,0.98422,0.98333,0.99357,0.93917,0.39111,0.21341,0.85778,0.002278,0.002278,0.002278
80,5205.42,0.45945,0.29621,0.89904,0.98392,0.98382,0.99353,0.93918,0.39078,0.21343,0.85722,0.002179,0.002179,0.002179
81,5267.14,0.45725,0.29381,0.90134,0.98441,0.98327,0.9935,0.93964,0.39026,0.21291,0.85705,0.00208,0.00208,0.00208
82,5328.69,0.45728,0.28968,0.899,0.98584,0.98181,0.99355,0.94011,0.39005,0.21257,0.85698,0.001981,0.001981,0.001981
83,5389.32,0.45493,0.29077,0.89917,0.9834,0.98375,0.9936,0.93962,0.38982,0.21246,0.85701,0.001882,0.001882,0.001882
84,5450.62,0.45125,0.28768,0.89571,0.98378,0.9839,0.99362,0.94002,0.38971,0.21205,0.85686,0.001783,0.001783,0.001783
85,5511.75,0.44705,0.28868,0.89384,0.98316,0.98449,0.99362,0.93998,0.38966,0.21188,0.8567,0.001684,0.001684,0.001684
86,5572.78,0.44434,0.2837,0.89368,0.98308,0.98442,0.99361,0.94043,0.38947,0.21125,0.85647,0.001585,0.001585,0.001585
87,5634.53,0.43967,0.28064,0.89367,0.98325,0.98363,0.99362,0.94027,0.38922,0.21102,0.85634,0.001486,0.001486,0.001486
88,5695.29,0.44481,0.28446,0.89243,0.98329,0.98369,0.99362,0.94024,0.3891,0.21101,0.85621,0.001387,0.001387,0.001387
89,5756.75,0.44044,0.27957,0.89251,0.98328,0.98379,0.99361,0.94024,0.38902,0.21078,0.85605,0.001288,0.001288,0.001288
90,5817.32,0.43651,0.28072,0.8907,0.98335,0.98427,0.99361,0.94043,0.38898,0.21072,0.85601,0.001189,0.001189,0.001189
91,5916.79,0.38774,0.23139,0.85455,0.98331,0.98484,0.99361,0.9404,0.38903,0.21055,0.85587,0.00109,0.00109,0.00109
92,5976.38,0.37948,0.22642,0.85154,0.98305,0.98477,0.9936,0.94045,0.38887,0.21073,0.85569,0.000991,0.000991,0.000991
93,6036.57,0.37619,0.2225,0.85313,0.98538,0.98285,0.99357,0.94016,0.3888,0.21079,0.85583,0.000892,0.000892,0.000892
94,6096.1,0.37023,0.21902,0.84925,0.98465,0.98404,0.99358,0.94027,0.38852,0.21094,0.85581,0.000793,0.000793,0.000793
95,6155.15,0.36765,0.21549,0.84889,0.9844,0.9839,0.99357,0.94043,0.38835,0.21095,0.85575,0.000694,0.000694,0.000694
96,6214.87,0.36315,0.2149,0.84906,0.98467,0.98334,0.99358,0.94055,0.38828,0.2107,0.85603,0.000595,0.000595,0.000595
97,6273.95,0.3592,0.21016,0.84539,0.98486,0.98361,0.99357,0.94037,0.38843,0.2106,0.85622,0.000496,0.000496,0.000496
98,6334.15,0.35579,0.20727,0.84358,0.98484,0.98374,0.99354,0.94057,0.3881,0.21031,0.85607,0.000397,0.000397,0.000397
99,6394.92,0.35489,0.20722,0.84216,0.9848,0.98393,0.99355,0.9408,0.38799,0.21052,0.85602,0.000298,0.000298,0.000298
100,6454.57,0.35167,0.20376,0.84375,0.98463,0.98379,0.99356,0.94108,0.38787,0.21057,0.85595,0.000199,0.000199,0.000199
