epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,985.675,0.61255,0.44622,0.94506,0.96973,0.96923,0.98858,0.90059,0.47205,0.29654,0.84582,0.009703,0.009703,0.009703
17,1046.77,0.6129,0.44396,0.94233,0.96253,0.97279,0.98875,0.90008,0.46966,0.28997,0.85272,0.0096832,0.0096832,0.0096832
18,1108.25,0.60533,0.43536,0.94191,0.97201,0.96434,0.98881,0.90005,0.47548,0.29626,0.85739,0.0096634,0.0096634,0.0096634
19,1169.01,0.59891,0.42784,0.93907,0.97642,0.96907,0.98936,0.90405,0.46538,0.27797,0.85032,0.0096436,0.0096436,0.0096436
20,1230.21,0.60288,0.42843,0.93922,0.96934,0.97188,0.99051,0.90405,0.46749,0.27825,0.85042,0.0096238,0.0096238,0.0096238
21,1291.05,0.59897,0.42125,0.93791,0.97551,0.96552,0.99023,0.90803,0.45635,0.27422,0.84506,0.009604,0.009604,0.009604
22,1352.86,0.58961,0.41745,0.93564,0.97213,0.96971,0.99072,0.91063,0.44858,0.26995,0.84295,0.0095842,0.0095842,0.0095842
23,1413.96,0.58554,0.41363,0.93491,0.97569,0.96762,0.98987,0.90801,0.45312,0.27035,0.85054,0.0095644,0.0095644,0.0095644
24,1475.51,0.58584,0.41104,0.93293,0.97553,0.97022,0.98981,0.91294,0.44576,0.26502,0.84321,0.0095446,0.0095446,0.0095446
25,1536.02,0.58453,0.40672,0.93455,0.97427,0.97568,0.98996,0.91056,0.44783,0.25782,0.8421,0.0095248,0.0095248,0.0095248
26,1596.09,0.5794,0.40134,0.92924,0.97116,0.97292,0.99003,0.91208,0.44501,0.25974,0.84224,0.009505,0.009505,0.009505
27,1655.7,0.58168,0.40405,0.93398,0.96949,0.97759,0.99048,0.91432,0.43867,0.26319,0.84247,0.0094852,0.0094852,0.0094852
28,1715.56,0.57365,0.39643,0.93411,0.97551,0.96931,0.99059,0.91679,0.43648,0.25796,0.84581,0.0094654,0.0094654,0.0094654
29,1775.62,0.57485,0.39818,0.93179,0.97633,0.97312,0.99022,0.91534,0.43777,0.2522,0.8421,0.0094456,0.0094456,0.0094456
30,1836.22,0.57093,0.39247,0.92608,0.97668,0.97519,0.99068,0.91761,0.43201,0.25113,0.83585,0.0094258,0.0094258,0.0094258
31,1896.24,0.56611,0.39063,0.92699,0.97424,0.97478,0.99059,0.91697,0.42938,0.24677,0.83561,0.009406,0.009406,0.009406
32,1956.02,0.56532,0.38766,0.92498,0.97619,0.97387,0.99152,0.91969,0.43164,0.24733,0.83915,0.0093862,0.0093862,0.0093862
33,2016.28,0.56421,0.3873,0.92245,0.97344,0.97809,0.99125,0.91952,0.4259,0.23882,0.83386,0.0093664,0.0093664,0.0093664
34,2076.07,0.56572,0.38804,0.92502,0.97635,0.97712,0.9914,0.92181,0.42489,0.23924,0.83705,0.0093466,0.0093466,0.0093466
35,2135.85,0.56216,0.38618,0.9261,0.97828,0.9755,0.99153,0.92101,0.42754,0.23617,0.83809,0.0093268,0.0093268,0.0093268
36,2195.28,0.55754,0.37998,0.92454,0.98072,0.97207,0.9917,0.92096,0.42747,0.23771,0.83665,0.009307,0.009307,0.009307
37,2255.58,0.56198,0.38015,0.9253,0.9814,0.97294,0.99154,0.92339,0.42377,0.23402,0.83379,0.0092872,0.0092872,0.0092872
38,2315.65,0.5578,0.38205,0.92325,0.97828,0.97406,0.99042,0.92228,0.42066,0.2366,0.83711,0.0092674,0.0092674,0.0092674
39,2376.04,0.55724,0.3773,0.92355,0.98252,0.97415,0.99138,0.92427,0.42145,0.23136,0.83491,0.0092476,0.0092476,0.0092476
40,2436.04,0.5528,0.37153,0.92178,0.97727,0.98184,0.99179,0.92385,0.41978,0.23045,0.83643,0.0092278,0.0092278,0.0092278
41,2496.34,0.55451,0.37579,0.92385,0.97956,0.97693,0.99164,0.92395,0.41846,0.23158,0.83897,0.009208,0.009208,0.009208
42,2556.89,0.55103,0.37136,0.92167,0.9787,0.97724,0.99103,0.92502,0.41526,0.22873,0.83598,0.0091882,0.0091882,0.0091882
43,2616.84,0.54751,0.37251,0.91683,0.97493,0.97796,0.99158,0.92453,0.41487,0.22761,0.83516,0.0091684,0.0091684,0.0091684
44,2676.87,0.5507,0.37166,0.9211,0.97521,0.98045,0.99198,0.92594,0.41394,0.22558,0.83649,0.0091486,0.0091486,0.0091486
45,2737.46,0.5458,0.36902,0.91857,0.97763,0.97683,0.99206,0.92808,0.40894,0.22225,0.83294,0.0091288,0.0091288,0.0091288
46,2797.85,0.54412,0.36531,0.91866,0.98036,0.97683,0.99167,0.92718,0.41235,0.22116,0.83201,0.009109,0.009109,0.009109
47,2857.52,0.54773,0.36865,0.9221,0.97535,0.98008,0.99165,0.92849,0.4131,0.22316,0.83345,0.0090892,0.0090892,0.0090892
48,2917.25,0.54898,0.3667,0.92095,0.97825,0.9768,0.99183,0.9265,0.41003,0.22246,0.83213,0.0090694,0.0090694,0.0090694
49,2977.55,0.54139,0.36182,0.91587,0.98331,0.97031,0.99163,0.92732,0.40942,0.22296,0.83033,0.0090496,0.0090496,0.0090496
50,3037.6,0.53864,0.36197,0.9158,0.97808,0.97608,0.9921,0.92911,0.40731,0.22023,0.83072,0.0090298,0.0090298,0.0090298
51,3096.96,0.53968,0.36288,0.91663,0.97631,0.9801,0.99199,0.93032,0.40626,0.21805,0.83054,0.00901,0.00901,0.00901
52,3157.82,0.54043,0.36126,0.91671,0.97753,0.97636,0.99161,0.92974,0.40626,0.21841,0.83103,0.0089902,0.0089902,0.0089902
53,3218.11,0.53413,0.35551,0.91456,0.97839,0.97668,0.99179,0.93003,0.40495,0.21774,0.83293,0.0089704,0.0089704,0.0089704
54,3278.15,0.54059,0.36077,0.9174,0.98136,0.97636,0.99231,0.92995,0.40491,0.21531,0.83392,0.0089506,0.0089506,0.0089506
55,3339.28,0.53857,0.35787,0.9179,0.97789,0.97965,0.99199,0.9307,0.40383,0.21501,0.83305,0.0089308,0.0089308,0.0089308
56,3399.29,0.5322,0.35776,0.91287,0.97657,0.98236,0.99222,0.93106,0.40327,0.21357,0.83226,0.008911,0.008911,0.008911
57,3459.2,0.5343,0.35382,0.91328,0.98065,0.97968,0.99209,0.92995,0.40394,0.21169,0.83153,0.0088912,0.0088912,0.0088912
58,3519.67,0.53518,0.35422,0.91214,0.98124,0.97793,0.99208,0.9306,0.40263,0.21225,0.83052,0.0088714,0.0088714,0.0088714
59,3579.78,0.52926,0.35088,0.91192,0.982,0.97847,0.99206,0.93119,0.40245,0.21061,0.83166,0.0088516,0.0088516,0.0088516
60,3640.49,0.53254,0.35648,0.91244,0.98002,0.97843,0.99225,0.93062,0.401,0.21096,0.83071,0.0088318,0.0088318,0.0088318
61,3701.86,0.52875,0.35444,0.91237,0.98471,0.97418,0.99221,0.93136,0.4004,0.21058,0.83073,0.008812,0.008812,0.008812
62,3763.32,0.52862,0.3514,0.91195,0.97943,0.98051,0.99213,0.93244,0.39844,0.20973,0.8306,0.0087922,0.0087922,0.0087922
63,3823.79,0.53246,0.35269,0.91333,0.97992,0.97947,0.99218,0.93279,0.39816,0.20765,0.8301,0.0087724,0.0087724,0.0087724
64,3884.87,0.52393,0.34853,0.90685,0.97885,0.98045,0.99221,0.93292,0.3984,0.2074,0.82841,0.0087526,0.0087526,0.0087526
65,3946.4,0.52504,0.34623,0.90959,0.98044,0.97934,0.99222,0.93335,0.39896,0.20709,0.82802,0.0087328,0.0087328,0.0087328
66,4007.26,0.52807,0.34886,0.90985,0.98007,0.97961,0.99221,0.93335,0.39793,0.20758,0.82739,0.008713,0.008713,0.008713
67,4068.12,0.52929,0.34729,0.90923,0.98149,0.97672,0.99222,0.93318,0.39727,0.20771,0.82698,0.0086932,0.0086932,0.0086932
68,4129.14,0.52537,0.3494,0.91254,0.98211,0.97663,0.9922,0.93404,0.39705,0.20808,0.82705,0.0086734,0.0086734,0.0086734
69,4190.26,0.52267,0.34515,0.90825,0.98031,0.97734,0.99219,0.93349,0.3964,0.20734,0.82632,0.0086536,0.0086536,0.0086536
70,4251.45,0.52431,0.34242,0.91054,0.97928,0.97918,0.99222,0.93371,0.39548,0.20752,0.82625,0.0086338,0.0086338,0.0086338
71,4312.3,0.52154,0.3415,0.91033,0.97864,0.97957,0.99215,0.93357,0.39529,0.20759,0.82697,0.008614,0.008614,0.008614
72,4373.41,0.52067,0.34632,0.90575,0.97913,0.97918,0.99214,0.93434,0.39522,0.20708,0.8272,0.0085942,0.0085942,0.0085942
73,4434.04,0.51841,0.34221,0.90822,0.97932,0.97862,0.99213,0.93445,0.39463,0.20724,0.82777,0.0085744,0.0085744,0.0085744
74,4494.74,0.51867,0.3404,0.90436,0.9803,0.97843,0.99214,0.93479,0.39407,0.20684,0.82723,0.0085546,0.0085546,0.0085546
75,4556.11,0.5205,0.34239,0.90711,0.9804,0.97869,0.99211,0.9352,0.39332,0.20632,0.82676,0.0085348,0.0085348,0.0085348
76,4616.67,0.51781,0.3408,0.90724,0.9789,0.98044,0.9921,0.93505,0.39282,0.20575,0.82668,0.008515,0.008515,0.008515
77,4677.64,0.5217,0.34222,0.90539,0.97922,0.98011,0.99209,0.93526,0.39274,0.20578,0.82667,0.0084952,0.0084952,0.0084952
78,4739.06,0.51833,0.3403,0.90698,0.97948,0.9798,0.99204,0.93496,0.39224,0.20528,0.82629,0.0084754,0.0084754,0.0084754
79,4800.07,0.52092,0.33904,0.90978,0.97793,0.98026,0.99202,0.93523,0.39175,0.20478,0.82622,0.0084556,0.0084556,0.0084556
80,4860.69,0.51968,0.34038,0.91076,0.97758,0.98066,0.99201,0.93491,0.39129,0.2052,0.82625,0.0084358,0.0084358,0.0084358
81,4921.73,0.51194,0.33668,0.90701,0.97807,0.98048,0.99201,0.93509,0.39136,0.20482,0.82658,0.008416,0.008416,0.008416
82,4982.59,0.51113,0.33751,0.90615,0.97901,0.9797,0.992,0.93486,0.39138,0.20488,0.82688,0.0083962,0.0083962,0.0083962
83,5042.7,0.51427,0.33904,0.90457,0.97889,0.97976,0.99203,0.93531,0.39136,0.2048,0.82694,0.0083764,0.0083764,0.0083764
84,5103.84,0.51357,0.33527,0.90404,0.97811,0.98029,0.99203,0.9355,0.39152,0.20431,0.82705,0.0083566,0.0083566,0.0083566
85,5165.13,0.50998,0.33175,0.90259,0.978,0.9801,0.99202,0.9354,0.3917,0.20384,0.82708,0.0083368,0.0083368,0.0083368
86,5225.68,0.51478,0.33622,0.90582,0.97896,0.97967,0.99201,0.93555,0.39163,0.2037,0.82703,0.008317,0.008317,0.008317
87,5287.01,0.51345,0.33998,0.90639,0.97938,0.97905,0.99202,0.9357,0.39162,0.20405,0.82721,0.0082972,0.0082972,0.0082972
88,5347.52,0.51122,0.33712,0.90258,0.97932,0.9788,0.992,0.93572,0.39149,0.2035,0.82721,0.0082774,0.0082774,0.0082774
89,5408.32,0.51146,0.33602,0.90528,0.97873,0.97977,0.99199,0.93577,0.39162,0.20368,0.82742,0.0082576,0.0082576,0.0082576
90,5469.89,0.51512,0.3347,0.90829,0.97872,0.97972,0.99196,0.93616,0.3916,0.20396,0.82752,0.0082378,0.0082378,0.0082378
91,5530.28,0.50727,0.33129,0.90207,0.97865,0.97947,0.992,0.93594,0.39148,0.20381,0.82745,0.008218,0.008218,0.008218
92,5590.15,0.51317,0.33208,0.90686,0.97817,0.98046,0.99199,0.93598,0.39141,0.2036,0.82749,0.0081982,0.0081982,0.0081982
93,5650.04,0.50658,0.33201,0.90092,0.97782,0.98075,0.99196,0.93605,0.39127,0.20354,0.82741,0.0081784,0.0081784,0.0081784
94,5710.42,0.512,0.33343,0.90535,0.97775,0.98076,0.99196,0.93597,0.39123,0.20378,0.82745,0.0081586,0.0081586,0.0081586
95,5770.76,0.50837,0.33173,0.9044,0.97761,0.98077,0.99199,0.93555,0.391,0.20344,0.82737,0.0081388,0.0081388,0.0081388
96,5831.26,0.5056,0.32934,0.90239,0.97755,0.98097,0.99201,0.93555,0.39089,0.20352,0.82735,0.008119,0.008119,0.008119
97,5891.17,0.51027,0.3323,0.90122,0.97804,0.98046,0.99203,0.93603,0.39093,0.20378,0.82716,0.0080992,0.0080992,0.0080992
98,5950.86,0.5063,0.32647,0.90087,0.97774,0.98068,0.99205,0.93587,0.39065,0.20375,0.82683,0.0080794,0.0080794,0.0080794
99,6011,0.50713,0.3279,0.90254,0.97762,0.9809,0.99205,0.93602,0.39059,0.20351,0.8268,0.0080596,0.0080596,0.0080596
100,6071.03,0.50598,0.32522,0.89899,0.97806,0.98097,0.99208,0.93579,0.39055,0.20342,0.82661,0.0080398,0.0080398,0.0080398
101,6131.19,0.50549,0.32829,0.89858,0.97787,0.98081,0.9921,0.9356,0.39054,0.20335,0.82636,0.00802,0.00802,0.00802
102,6191.18,0.50904,0.33004,0.90278,0.97833,0.98136,0.99211,0.93569,0.39053,0.20321,0.82624,0.0080002,0.0080002,0.0080002
103,6251.04,0.50795,0.32776,0.90355,0.97831,0.98097,0.99213,0.93581,0.39061,0.20329,0.82613,0.0079804,0.0079804,0.0079804
104,6311.21,0.50499,0.32555,0.90147,0.97834,0.98031,0.99208,0.93591,0.3906,0.20343,0.82606,0.0079606,0.0079606,0.0079606
105,6371.56,0.50139,0.32593,0.89952,0.97862,0.9804,0.99209,0.93618,0.39054,0.20347,0.82606,0.0079408,0.0079408,0.0079408
106,6431.1,0.50469,0.32873,0.89993,0.97877,0.98007,0.99208,0.93614,0.3906,0.20356,0.82591,0.007921,0.007921,0.007921
107,6490.94,0.50611,0.32802,0.90212,0.97868,0.97995,0.99203,0.93622,0.39051,0.20367,0.82581,0.0079012,0.0079012,0.0079012
108,6550.91,0.50233,0.32806,0.90326,0.97902,0.97958,0.99203,0.93601,0.39045,0.20352,0.82594,0.0078814,0.0078814,0.0078814
109,6611.04,0.5014,0.32199,0.90099,0.97921,0.97945,0.99205,0.93582,0.39044,0.20352,0.82598,0.0078616,0.0078616,0.0078616
110,6671.36,0.49966,0.32438,0.90155,0.97964,0.97844,0.99203,0.93595,0.39035,0.20326,0.82609,0.0078418,0.0078418,0.0078418
111,6731.04,0.50162,0.32624,0.90341,0.97737,0.98111,0.99201,0.93625,0.39021,0.20322,0.82614,0.007822,0.007822,0.007822
112,6791.25,0.49758,0.32406,0.89837,0.9787,0.97993,0.99202,0.93644,0.39017,0.20338,0.82608,0.0078022,0.0078022,0.0078022
113,6851.37,0.49962,0.32462,0.90234,0.97815,0.98059,0.99201,0.9364,0.39013,0.2031,0.82611,0.0077824,0.0077824,0.0077824
114,6911.29,0.50117,0.32519,0.89939,0.97916,0.98026,0.99203,0.93645,0.39002,0.20302,0.82606,0.0077626,0.0077626,0.0077626
115,6971.64,0.49851,0.32483,0.89832,0.97959,0.97895,0.99201,0.9365,0.38993,0.20303,0.82599,0.0077428,0.0077428,0.0077428
116,7031.53,0.49802,0.31756,0.89849,0.97934,0.97932,0.99201,0.93655,0.38978,0.20338,0.82595,0.007723,0.007723,0.007723
117,7091.44,0.50123,0.32612,0.89762,0.97927,0.97984,0.992,0.93651,0.38967,0.20315,0.82581,0.0077032,0.0077032,0.0077032
118,7151.97,0.49672,0.32308,0.89624,0.97821,0.9813,0.99201,0.93665,0.3896,0.20295,0.82577,0.0076834,0.0076834,0.0076834
119,7212.49,0.49734,0.32234,0.90042,0.97928,0.98033,0.99203,0.93687,0.38945,0.20279,0.82588,0.0076636,0.0076636,0.0076636
120,7273.1,0.49616,0.31817,0.89532,0.9782,0.98089,0.99207,0.93686,0.38938,0.20275,0.82576,0.0076438,0.0076438,0.0076438
121,7333.69,0.49764,0.32327,0.89749,0.97896,0.98028,0.99208,0.93689,0.38933,0.20279,0.82571,0.007624,0.007624,0.007624
122,7393.95,0.49522,0.32156,0.89912,0.97887,0.98114,0.99212,0.93669,0.38946,0.20269,0.82582,0.0076042,0.0076042,0.0076042
123,7454.35,0.50249,0.32246,0.89922,0.97839,0.98131,0.99213,0.93672,0.38936,0.20237,0.82576,0.0075844,0.0075844,0.0075844
124,7514.7,0.49767,0.32008,0.89632,0.97813,0.98082,0.99213,0.93699,0.38925,0.20247,0.82566,0.0075646,0.0075646,0.0075646
125,7574.91,0.49545,0.3166,0.8963,0.97899,0.98042,0.99215,0.93693,0.3892,0.20251,0.82555,0.0075448,0.0075448,0.0075448
126,7635.69,0.49111,0.31707,0.895,0.97897,0.98003,0.99216,0.93693,0.38916,0.20218,0.82542,0.007525,0.007525,0.007525
127,7694.72,0.49661,0.32,0.89658,0.97925,0.97924,0.99218,0.93673,0.38901,0.20193,0.82531,0.0075052,0.0075052,0.0075052
128,7753.84,0.49565,0.31936,0.8989,0.9795,0.97918,0.99216,0.93673,0.38903,0.20182,0.8252,0.0074854,0.0074854,0.0074854
129,7812.82,0.49525,0.31785,0.89935,0.97974,0.9788,0.99218,0.93667,0.38899,0.20176,0.82512,0.0074656,0.0074656,0.0074656
130,7871.71,0.49277,0.31935,0.89564,0.97729,0.9819,0.9923,0.93675,0.38889,0.20177,0.82505,0.0074458,0.0074458,0.0074458
131,7930.82,0.4936,0.31719,0.89865,0.97683,0.98203,0.9923,0.9369,0.38874,0.20196,0.82498,0.007426,0.007426,0.007426
132,7989.29,0.48951,0.31546,0.89423,0.97557,0.98323,0.99233,0.93722,0.38858,0.20218,0.82486,0.0074062,0.0074062,0.0074062
133,8049.65,0.49632,0.31883,0.90014,0.9797,0.97864,0.99234,0.93716,0.38841,0.20192,0.82482,0.0073864,0.0073864,0.0073864
134,8109.41,0.49128,0.31811,0.89754,0.97969,0.97879,0.99234,0.93766,0.38826,0.20182,0.82481,0.0073666,0.0073666,0.0073666
135,8169.27,0.49306,0.31829,0.90133,0.97975,0.97883,0.99234,0.93751,0.38808,0.20206,0.82497,0.0073468,0.0073468,0.0073468
136,8229.27,0.48988,0.31871,0.89636,0.97983,0.97879,0.99236,0.93769,0.38802,0.20231,0.82505,0.007327,0.007327,0.007327
137,8288.67,0.4933,0.31424,0.89748,0.98016,0.97862,0.99235,0.93746,0.38799,0.20211,0.825,0.0073072,0.0073072,0.0073072
138,8349.3,0.49234,0.31914,0.89966,0.97833,0.97993,0.99234,0.93745,0.38785,0.20199,0.82505,0.0072874,0.0072874,0.0072874
139,8408.94,0.49013,0.31642,0.89764,0.97837,0.98009,0.99233,0.93744,0.3877,0.20201,0.82509,0.0072676,0.0072676,0.0072676
140,8468.57,0.49054,0.31348,0.89433,0.97747,0.98142,0.99233,0.93768,0.3877,0.20189,0.82505,0.0072478,0.0072478,0.0072478
141,8527.89,0.48676,0.3142,0.89217,0.98062,0.9785,0.99231,0.93753,0.38756,0.20181,0.82499,0.007228,0.007228,0.007228
142,8588.18,0.49018,0.31497,0.89559,0.98035,0.97844,0.99227,0.93751,0.38745,0.20166,0.82495,0.0072082,0.0072082,0.0072082
143,8648.11,0.48849,0.3126,0.89588,0.98027,0.97852,0.99228,0.93759,0.38727,0.20147,0.82481,0.0071884,0.0071884,0.0071884
144,8707.91,0.49163,0.3115,0.89779,0.98002,0.97839,0.99226,0.93765,0.38719,0.20165,0.82477,0.0071686,0.0071686,0.0071686
145,8767.81,0.48847,0.31395,0.896,0.97673,0.98134,0.99227,0.93761,0.38699,0.20186,0.82465,0.0071488,0.0071488,0.0071488
146,8827.26,0.48809,0.31287,0.89308,0.97672,0.98129,0.99231,0.9376,0.38685,0.20191,0.82461,0.007129,0.007129,0.007129
147,8886.96,0.48923,0.31411,0.89293,0.97669,0.98158,0.99232,0.93755,0.38687,0.20145,0.82454,0.0071092,0.0071092,0.0071092
148,8946.26,0.48994,0.31429,0.89317,0.97671,0.98159,0.99217,0.93811,0.387,0.20151,0.82441,0.0070894,0.0070894,0.0070894
149,9005.77,0.4864,0.31019,0.8928,0.97947,0.97903,0.99219,0.93797,0.38678,0.20148,0.82418,0.0070696,0.0070696,0.0070696
150,9065.16,0.48558,0.30747,0.89365,0.97948,0.97916,0.99222,0.9381,0.3868,0.20148,0.82408,0.0070498,0.0070498,0.0070498
151,9125.07,0.48495,0.30859,0.89164,0.979,0.97992,0.99238,0.93819,0.38673,0.20129,0.82403,0.00703,0.00703,0.00703
152,9184.73,0.49032,0.31156,0.89602,0.97973,0.97886,0.99238,0.93809,0.38677,0.20143,0.82407,0.0070102,0.0070102,0.0070102
153,9244.18,0.48446,0.30858,0.88993,0.98308,0.97625,0.99228,0.93819,0.38696,0.20171,0.82402,0.0069904,0.0069904,0.0069904
154,9304.43,0.48428,0.30922,0.89489,0.97899,0.9801,0.9922,0.93805,0.38694,0.2022,0.82399,0.0069706,0.0069706,0.0069706
155,9364.36,0.48727,0.30677,0.89691,0.97924,0.98039,0.9922,0.93796,0.3868,0.20212,0.82396,0.0069508,0.0069508,0.0069508
156,9424.58,0.48463,0.30989,0.89432,0.9802,0.97858,0.99239,0.93818,0.38679,0.20198,0.82395,0.006931,0.006931,0.006931
157,9484.28,0.48772,0.31006,0.89295,0.98004,0.97907,0.99241,0.9382,0.38684,0.20192,0.82394,0.0069112,0.0069112,0.0069112
158,9543.54,0.48554,0.30932,0.89426,0.98079,0.97857,0.9924,0.93824,0.38677,0.20181,0.82389,0.0068914,0.0068914,0.0068914
159,9603.9,0.48251,0.3046,0.89409,0.98056,0.97798,0.99243,0.9385,0.38656,0.20181,0.82385,0.0068716,0.0068716,0.0068716
160,9663.42,0.4822,0.30745,0.89433,0.98055,0.97813,0.99241,0.93868,0.38639,0.2021,0.82395,0.0068518,0.0068518,0.0068518
161,9723.28,0.4814,0.30792,0.89168,0.9802,0.97822,0.9924,0.93847,0.38647,0.20208,0.82384,0.006832,0.006832,0.006832
162,9782.17,0.47786,0.30423,0.88755,0.9798,0.97868,0.99238,0.93815,0.38642,0.20206,0.82368,0.0068122,0.0068122,0.0068122
163,9841.57,0.48044,0.30576,0.89081,0.98311,0.97626,0.99239,0.9382,0.38629,0.20182,0.82352,0.0067924,0.0067924,0.0067924
164,9901.04,0.48092,0.30784,0.8901,0.98297,0.9765,0.99239,0.93842,0.38624,0.20159,0.82341,0.0067726,0.0067726,0.0067726
165,9960.56,0.48485,0.31024,0.89414,0.98249,0.9764,0.99236,0.93857,0.38617,0.20164,0.82329,0.0067528,0.0067528,0.0067528
166,10020,0.48368,0.30769,0.89476,0.97886,0.97953,0.9924,0.93885,0.38618,0.20181,0.82334,0.006733,0.006733,0.006733
167,10079.5,0.47821,0.3055,0.89031,0.9785,0.98061,0.99235,0.93885,0.38598,0.2017,0.82332,0.0067132,0.0067132,0.0067132
168,10139.4,0.47802,0.30587,0.88702,0.97911,0.97992,0.99239,0.93884,0.38578,0.2018,0.82318,0.0066934,0.0066934,0.0066934
169,10199.6,0.48173,0.30499,0.89124,0.97908,0.98004,0.99242,0.93901,0.38576,0.20145,0.8231,0.0066736,0.0066736,0.0066736
170,10258.8,0.47831,0.30851,0.88806,0.97904,0.98059,0.99242,0.93882,0.38566,0.20115,0.82283,0.0066538,0.0066538,0.0066538
171,10319.1,0.47785,0.30166,0.8887,0.9789,0.98091,0.99243,0.93902,0.38569,0.20096,0.82268,0.006634,0.006634,0.006634
172,10378.4,0.4786,0.30576,0.89061,0.97828,0.98092,0.99243,0.93911,0.38559,0.20117,0.8225,0.0066142,0.0066142,0.0066142
173,10438.3,0.47717,0.3042,0.89263,0.97811,0.98103,0.99245,0.93914,0.38565,0.20152,0.8224,0.0065944,0.0065944,0.0065944
174,10498.6,0.47921,0.30486,0.88683,0.9781,0.98086,0.99242,0.93897,0.38566,0.20189,0.82228,0.0065746,0.0065746,0.0065746
175,10558.9,0.47602,0.30421,0.88872,0.97791,0.98068,0.99242,0.93898,0.38571,0.20208,0.82218,0.0065548,0.0065548,0.0065548
176,10620.3,0.47955,0.30508,0.89053,0.98166,0.97712,0.99237,0.93905,0.38563,0.20188,0.82209,0.006535,0.006535,0.006535
177,10680.7,0.47606,0.30244,0.88933,0.98241,0.97664,0.99236,0.93921,0.38563,0.20204,0.82208,0.0065152,0.0065152,0.0065152
178,10740.8,0.47897,0.30359,0.89048,0.98285,0.97643,0.99234,0.9389,0.38574,0.20234,0.82203,0.0064954,0.0064954,0.0064954
179,10801.2,0.4767,0.30289,0.88778,0.98209,0.97743,0.99232,0.93894,0.38574,0.20234,0.82194,0.0064756,0.0064756,0.0064756
180,10861.8,0.47711,0.30593,0.89012,0.9823,0.97739,0.99231,0.93912,0.38579,0.20197,0.82194,0.0064558,0.0064558,0.0064558
181,10922.3,0.4757,0.30134,0.89093,0.9833,0.97612,0.9923,0.93899,0.38566,0.20152,0.82196,0.006436,0.006436,0.006436
182,10982.3,0.47414,0.30297,0.8897,0.98318,0.97612,0.9923,0.93905,0.38569,0.2015,0.82201,0.0064162,0.0064162,0.0064162
183,11042,0.47564,0.30145,0.89275,0.98312,0.97619,0.9923,0.93938,0.38554,0.20145,0.82199,0.0063964,0.0063964,0.0063964
184,11100.6,0.47035,0.30206,0.88527,0.98229,0.97726,0.9923,0.93908,0.3856,0.20142,0.82193,0.0063766,0.0063766,0.0063766
185,11159.6,0.4742,0.2989,0.88586,0.98221,0.9775,0.99226,0.93899,0.38532,0.20143,0.82168,0.0063568,0.0063568,0.0063568
