epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,4602.85,0.45714,0.28472,0.88292,0.98427,0.97397,0.99182,0.937,0.38849,0.20366,0.82033,0.002575,0.002575,0.002575
77,4664.22,0.45853,0.28534,0.88371,0.98436,0.97394,0.99194,0.93695,0.38818,0.2033,0.82031,0.002476,0.002476,0.002476
78,4726.17,0.45347,0.28043,0.88567,0.98378,0.97368,0.99188,0.93683,0.388,0.20315,0.82036,0.002377,0.002377,0.002377
79,4787.98,0.45369,0.27898,0.88084,0.9839,0.97334,0.99187,0.93703,0.38798,0.20289,0.82019,0.002278,0.002278,0.002278
80,4849.89,0.45212,0.27853,0.87962,0.98352,0.9727,0.9918,0.93751,0.38797,0.20293,0.82005,0.002179,0.002179,0.002179
81,4912.23,0.44565,0.27636,0.87797,0.98396,0.97273,0.99179,0.93709,0.38781,0.20266,0.81985,0.00208,0.00208,0.00208
82,4976.03,0.44109,0.27393,0.87842,0.98306,0.97251,0.99175,0.93747,0.38757,0.20285,0.81973,0.001981,0.001981,0.001981
83,5037.82,0.4423,0.27259,0.88109,0.98232,0.97353,0.99177,0.93753,0.38737,0.20292,0.81984,0.001882,0.001882,0.001882
84,5099.74,0.44025,0.26944,0.87908,0.98373,0.97232,0.99176,0.93779,0.38747,0.20248,0.82002,0.001783,0.001783,0.001783
85,5161.87,0.43452,0.26729,0.87567,0.98335,0.97288,0.99171,0.93826,0.38724,0.20255,0.81999,0.001684,0.001684,0.001684
86,5223.24,0.43975,0.26708,0.87789,0.98426,0.97281,0.99166,0.93801,0.38731,0.20195,0.82002,0.001585,0.001585,0.001585
87,5285.02,0.43654,0.26903,0.87794,0.98451,0.97269,0.99162,0.93809,0.38722,0.20178,0.82002,0.001486,0.001486,0.001486
88,5346.92,0.43141,0.26669,0.87549,0.98496,0.9726,0.99184,0.93808,0.38705,0.20152,0.8199,0.001387,0.001387,0.001387
89,5408.53,0.42979,0.26214,0.87682,0.98483,0.97257,0.99167,0.93811,0.38702,0.20158,0.82016,0.001288,0.001288,0.001288
90,5470.7,0.43019,0.26293,0.87728,0.98484,0.9726,0.99161,0.93817,0.38663,0.20131,0.82023,0.001189,0.001189,0.001189
91,5569.77,0.38144,0.21393,0.83813,0.98508,0.9724,0.9915,0.93823,0.38687,0.20161,0.8204,0.00109,0.00109,0.00109
92,5630.08,0.37319,0.2087,0.83958,0.98491,0.97251,0.99152,0.93818,0.38698,0.20141,0.82066,0.000991,0.000991,0.000991
93,5689.49,0.36713,0.20395,0.83416,0.98497,0.97226,0.9915,0.93805,0.38704,0.20137,0.8207,0.000892,0.000892,0.000892
94,5748.43,0.36222,0.20138,0.83384,0.98503,0.97229,0.99163,0.93821,0.38703,0.20115,0.82082,0.000793,0.000793,0.000793
95,5808.07,0.35971,0.19906,0.83116,0.98471,0.97248,0.99166,0.93804,0.38704,0.20134,0.8209,0.000694,0.000694,0.000694
96,5867.88,0.35749,0.19608,0.82986,0.98465,0.9725,0.99166,0.93825,0.38703,0.20145,0.82083,0.000595,0.000595,0.000595
97,5927.47,0.354,0.19341,0.82784,0.9844,0.97292,0.99166,0.93855,0.38698,0.20164,0.82073,0.000496,0.000496,0.000496
98,5987.12,0.34904,0.19149,0.82636,0.98506,0.97225,0.99165,0.93838,0.38689,0.20167,0.82064,0.000397,0.000397,0.000397
99,6047.34,0.34754,0.19045,0.82728,0.98508,0.97216,0.99167,0.93822,0.38682,0.20166,0.82059,0.000298,0.000298,0.000298
100,6106.54,0.3467,0.18753,0.8251,0.98507,0.97215,0.99166,0.9385,0.38659,0.20144,0.82049,0.000199,0.000199,0.000199
