epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,7378.27,0.43404,0.27822,0.88696,0.98078,0.98274,0.99353,0.94412,0.38005,0.19692,0.83111,0.004357,0.004357,0.004357
59,7503.51,0.43325,0.27397,0.88687,0.98415,0.98025,0.99354,0.94439,0.37951,0.19534,0.83357,0.004258,0.004258,0.004258
60,7628.56,0.43057,0.27091,0.88289,0.98361,0.98255,0.99345,0.9445,0.37928,0.19374,0.83066,0.004159,0.004159,0.004159
61,7753.47,0.42933,0.27342,0.88633,0.98604,0.97871,0.99348,0.94464,0.37791,0.19332,0.83134,0.00406,0.00406,0.00406
62,7879.24,0.42625,0.27247,0.88403,0.98357,0.983,0.99361,0.94459,0.37782,0.19164,0.83098,0.003961,0.003961,0.003961
63,8004.34,0.42263,0.26905,0.88044,0.98143,0.98243,0.99359,0.94491,0.37704,0.19102,0.82649,0.003862,0.003862,0.003862
64,8128.99,0.41903,0.26413,0.87475,0.97984,0.98357,0.99347,0.94535,0.37704,0.19242,0.82402,0.003763,0.003763,0.003763
65,8254.42,0.41645,0.26139,0.87832,0.97977,0.98427,0.9934,0.94519,0.37634,0.19224,0.82501,0.003664,0.003664,0.003664
66,8379.59,0.41491,0.26126,0.87769,0.98204,0.982,0.99336,0.94531,0.37621,0.19181,0.82693,0.003565,0.003565,0.003565
67,8505.25,0.41047,0.25709,0.87558,0.98255,0.9811,0.99328,0.94491,0.37609,0.19166,0.82818,0.003466,0.003466,0.003466
68,8630.99,0.41292,0.25649,0.87975,0.98041,0.98355,0.99317,0.94476,0.376,0.19205,0.83003,0.003367,0.003367,0.003367
69,8756.23,0.41033,0.25508,0.87378,0.98065,0.98379,0.99326,0.94518,0.37654,0.19062,0.8287,0.003268,0.003268,0.003268
70,8881.66,0.40812,0.25595,0.87583,0.9862,0.97726,0.99323,0.94547,0.37598,0.19069,0.82864,0.003169,0.003169,0.003169
71,9006.77,0.40678,0.25063,0.8747,0.98488,0.97875,0.99318,0.94567,0.37567,0.19037,0.82876,0.00307,0.00307,0.00307
72,9132.46,0.40468,0.25244,0.87449,0.98594,0.97868,0.9932,0.94526,0.37446,0.19039,0.82864,0.002971,0.002971,0.002971
73,9258.24,0.39973,0.24462,0.87125,0.98306,0.98002,0.99311,0.94519,0.37448,0.19074,0.82917,0.002872,0.002872,0.002872
74,9383.38,0.39784,0.24529,0.87109,0.9847,0.98002,0.9931,0.9452,0.37451,0.19147,0.82946,0.002773,0.002773,0.002773
75,9508.76,0.39438,0.24344,0.86931,0.98346,0.98093,0.99305,0.94525,0.37401,0.19068,0.82863,0.002674,0.002674,0.002674
76,9634.45,0.39466,0.24045,0.86781,0.98323,0.98168,0.99303,0.94555,0.37402,0.19087,0.8278,0.002575,0.002575,0.002575
77,9758.78,0.39129,0.23907,0.86808,0.98119,0.9836,0.99302,0.94568,0.37392,0.19094,0.82724,0.002476,0.002476,0.002476
78,9884.24,0.38599,0.23369,0.86486,0.98478,0.97985,0.99297,0.94552,0.37383,0.19053,0.82736,0.002377,0.002377,0.002377
79,10009.8,0.3836,0.23262,0.86593,0.98523,0.98025,0.99297,0.94567,0.37306,0.19023,0.82635,0.002278,0.002278,0.002278
80,10135.4,0.38447,0.23194,0.86601,0.98439,0.98027,0.99295,0.94622,0.37285,0.1895,0.82647,0.002179,0.002179,0.002179
81,10261.4,0.38137,0.23167,0.86834,0.98416,0.98013,0.99295,0.94662,0.37217,0.19016,0.8264,0.00208,0.00208,0.00208
82,10387.3,0.38042,0.22885,0.86649,0.98641,0.97838,0.99297,0.94689,0.37202,0.19042,0.82679,0.001981,0.001981,0.001981
83,10512.8,0.37627,0.22891,0.86317,0.98611,0.97815,0.99294,0.94705,0.37169,0.19011,0.82651,0.001882,0.001882,0.001882
84,10638.2,0.37231,0.22559,0.86368,0.98522,0.97875,0.99296,0.94695,0.37148,0.18919,0.8269,0.001783,0.001783,0.001783
85,10763.8,0.37117,0.22594,0.86298,0.98458,0.97908,0.99296,0.94694,0.37147,0.18891,0.82713,0.001684,0.001684,0.001684
86,10889.1,0.367,0.22184,0.86199,0.98506,0.97907,0.99294,0.94676,0.37135,0.18959,0.82734,0.001585,0.001585,0.001585
87,11014.5,0.36324,0.21874,0.85865,0.98509,0.97931,0.99292,0.94667,0.37116,0.18986,0.82693,0.001486,0.001486,0.001486
88,11139.5,0.36816,0.22198,0.85748,0.98496,0.97933,0.99286,0.94652,0.37085,0.18965,0.82633,0.001387,0.001387,0.001387
89,11264.2,0.36264,0.21731,0.85842,0.98407,0.97949,0.99283,0.94677,0.37053,0.18998,0.82603,0.001288,0.001288,0.001288
90,11389.9,0.35877,0.21735,0.85653,0.98176,0.98158,0.99281,0.94661,0.37017,0.18974,0.82579,0.001189,0.001189,0.001189
91,11557.5,0.31415,0.17524,0.81668,0.98379,0.97957,0.99276,0.94644,0.37044,0.19008,0.82579,0.00109,0.00109,0.00109
92,11682.5,0.30532,0.17153,0.81459,0.98522,0.97916,0.99275,0.94658,0.37039,0.18993,0.82578,0.000991,0.000991,0.000991
93,11783.9,0.30396,0.16937,0.81609,0.98548,0.979,0.99272,0.94632,0.37041,0.18998,0.82608,0.000892,0.000892,0.000892
94,11880.5,0.29728,0.16422,0.81364,0.98543,0.97915,0.99269,0.94646,0.37029,0.18973,0.82629,0.000793,0.000793,0.000793
95,11978.8,0.29504,0.16245,0.81294,0.98514,0.97881,0.99268,0.94665,0.37013,0.18997,0.82629,0.000694,0.000694,0.000694
96,12076.7,0.29143,0.16135,0.81387,0.98551,0.97935,0.99266,0.94639,0.37009,0.18996,0.82656,0.000595,0.000595,0.000595
97,12172.9,0.28643,0.15759,0.8102,0.98552,0.97937,0.99262,0.94661,0.37014,0.19002,0.82679,0.000496,0.000496,0.000496
98,12269.1,0.28418,0.15477,0.80999,0.98541,0.9794,0.99261,0.94661,0.36991,0.18985,0.8269,0.000397,0.000397,0.000397
99,12364.6,0.28195,0.15535,0.80858,0.98536,0.97944,0.99259,0.94656,0.37001,0.18982,0.82715,0.000298,0.000298,0.000298
100,12475.8,0.28066,0.1527,0.8114,0.98533,0.97944,0.99255,0.94631,0.3699,0.19005,0.8273,0.000199,0.000199,0.000199
